delay alpha respiration+photosynthesis-air_temperature sucrose+fructan+starch-air_temperature proteins-air_temperature N-air_temperature structure-air_temperature cytokinins-air_temperature respiration+photosynthesis-PARi sucrose+fructan+starch-PARi proteins-PARi N-PARi structure-PARi cytokinins-PARi respiration+photosynthesis-soil_temperature sucrose+fructan+starch-soil_temperature proteins-soil_temperature N-soil_temperature structure-soil_temperature cytokinins-soil_temperature respiration+photosynthesis-humidity sucrose+fructan+starch-humidity proteins-humidity N-humidity structure-humidity cytokinins-humidity respiration+photosynthesis-Wind sucrose+fructan+starch-Wind proteins-Wind N-Wind structure-Wind cytokinins-Wind
5 1.0 1.0 1.0 0.6715074320445689 1.0 1.0 1.0 1.0 0.9015528780566998 0.8940212932284968 0.9211166034847121 1.0 1.0 1.0 1.0 0.6759343531196668 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7002947630231107 1.0 1.0 1.0
10 -3.5 1.0 1.0 0.7975543508587251 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7498101570946395 1.0 1.0 1.0 1.0 1.0 0.9932757401674854 0.9911236569712988 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10 -3.0 1.0 1.0 0.7975541584696844 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7498099562027676 1.0 1.0 1.0 1.0 1.0 0.9932757507504338 0.9911236915975558 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10 -2.5 1.0 1.0 0.7975522346180435 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7498079473325009 1.0 1.0 1.0 1.0 1.0 0.993275856574042 0.9911240378467564 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10 -2.0 1.0 1.0 0.7975329999774619 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7497878634743079 1.0 1.0 1.0 1.0 1.0 0.9932769142224748 0.991127499002143 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10 -1.5 1.0 1.0 0.7973410403500698 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7495875085652884 1.0 1.0 1.0 1.0 1.0 0.9932874321944032 0.9911619773216412 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10 -1.0 1.0 1.0 0.7954593341480948 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.747631562556567 1.0 1.0 1.0 1.0 1.0 0.9933870057718409 0.9914938537026168 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10 -0.5 1.0 1.0 0.7779240387153846 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7323324083245389 1.0 1.0 1.0 1.0 1.0 0.994003814679188 0.9938465477683918 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10 0.0 1.0 1.0 0.7192288989736961 1.0 1.0 1.0 1.0 1.0 0.995393555316616 1.0 1.0 1.0 1.0 1.0 0.7201346425547176 1.0 1.0 1.0 1.0 1.0 0.9947441725378592 0.9969125351412444 1.0 1.0 1.0 1.0 0.7860089569694442 1.0 1.0 1.0
10 0.5 1.0 1.0 0.7646294539258375 1.0 1.0 1.0 1.0 1.0 0.9892338069661754 0.9999466663575964 1.0 1.0 1.0 1.0 0.8525857821901449 1.0 1.0 1.0 1.0 1.0 0.9974501854910194 0.9938463581860064 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
10 1.0 1.0 1.0 0.8111417875376036 1.0 1.0 1.0 1.0 1.0 0.9903530401899736 0.9989728187156792 1.0 1.0 1.0 1.0 0.9404182229129459 1.0 1.0 1.0 1.0 1.0 1.0 0.9965319414607844 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
15 -3.5 1.0 1.0 0.9735887204494846 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9156215955340528 1.0 1.0 1.0 1.0 1.0 0.998854241068213 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
15 -3.0 1.0 1.0 0.9735886968957556 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9156216207831674 1.0 1.0 1.0 1.0 1.0 0.9988542345525192 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
15 -2.5 1.0 1.0 0.9735884613644056 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9156218732827904 1.0 1.0 1.0 1.0 1.0 0.9988541693969292 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
15 -2.0 1.0 1.0 0.9735861066445304 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9156243991263372 1.0 1.0 1.0 1.0 1.0 0.9988535179758984 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
15 -1.5 1.0 1.0 0.9735626186911576 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9156497420578856 1.0 1.0 1.0 1.0 1.0 0.9988470172309696 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
15 -1.0 1.0 1.0 0.9733335487758706 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9159113898179296 1.0 1.0 1.0 1.0 1.0 0.9987833358465326 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
15 -0.5 1.0 1.0 0.9715276437702556 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.919156890036722 1.0 1.0 1.0 1.0 1.0 0.9982615726738628 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
15 0.0 1.0 1.0 0.9679323307985735 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9967895396562426 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
15 0.5 1.0 1.0 0.9716660501369202 1.0 1.0 1.0 1.0 1.0 1.0 0.9869950516652524 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9969388486506344 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
15 1.0 1.0 1.0 0.9781311683260804 1.0 1.0 1.0 1.0 1.0 1.0 0.9850702423647428 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9977823918594864 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
20 -3.5 1.0 1.0 0.9875952310424428 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9593276627015408 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
20 -3.0 1.0 1.0 0.9875952727961465 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9593276183343656 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
20 -2.5 1.0 1.0 0.9875956903345516 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9593271746915041 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
20 -2.0 1.0 1.0 0.9875998658559354 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9593227411514871 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
20 -1.5 1.0 1.0 0.9876416346242688 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9592786938711628 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
20 -1.0 1.0 1.0 0.9880605038026228 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9588663035252372 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
20 -0.5 1.0 1.0 0.9922314814340254 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9569249225987054 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
20 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9704971607561336 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
20 0.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9690464651427068 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
20 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
25 -3.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
25 -3.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
25 -2.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
25 -2.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
25 -1.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
25 -1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
25 -0.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
25 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
25 0.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
25 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
30 -3.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9074307544682712 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
30 -3.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.90743081060358 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
30 -2.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9074313719963184 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
30 -2.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9074369898873432 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
30 -1.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9074935640250218 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
30 -1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9080977049668716 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
30 -0.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9169889985913688 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
30 0.0 1.0 1.0 0.9572791381063522 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9757343578508094 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
30 0.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
30 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
35 -3.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.967409929150346 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9992573347887918 1.0 1.0 1.0
35 -3.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.96740987680945 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.999257334282276 1.0 1.0 1.0
35 -2.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9674093534302026 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9992573292229762 1.0 1.0 1.0
35 -2.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9674041226085922 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9992572792158368 1.0 1.0 1.0
35 -1.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9673521108415722 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9992568376140394 1.0 1.0 1.0
35 -1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9668610094349503 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9992581541101384 1.0 1.0 1.0
35 -0.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9643039567941072 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.999746038759184 1.0 1.0 1.0
35 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
35 0.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
35 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
40 -3.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9978785551524052 0.9750625018210278 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
40 -3.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9978782984577382 0.975062541078824 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
40 -2.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9978757316742624 0.9750629336278992 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
40 -2.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9978500801522242 0.9750668562317268 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
40 -1.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9975951893931876 0.9751057954435765 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
40 -1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9952544872773093 0.9754682590102784 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
40 -0.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9828843454534792 0.977472747289904 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
40 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9814697938717856 0.9781115478922476 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
40 0.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9802766020253298 0.976106898524524 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
40 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.978105077152315 0.9846749281603422 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
45 -3.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9499992980706804 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
45 -3.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9499995403423854 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
45 -2.5 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.950001963036644 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
45 -2.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9500261876996872 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
